plotcode,visit,lulc,phase,date,season,common_name,scientific_name,family,order,cue,individual
B1,6,bamboo,3,10/11/2022,pre-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Golden Babbler,Cyanoderma chrysaeum,Timaliidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
F2,3,forest,2,27/02/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
B1,6,bamboo,3,10/11/2022,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,sight,1
B3,6,bamboo,3,10/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Red-billed Scimitar Babbler,Pomatorhinus ochraceiceps,Timaliidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Small Niltava,Niltava macgrigoriae,Muscicapidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B3,7,bamboo,4,28/02/2023,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
B3,6,bamboo,3,10/11/2022,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Black-throated Sunbird,Aethopyga saturata,Nectariniidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Golden Babbler,Cyanoderma chrysaeum,Timaliidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Large Niltava,Niltava grandis,Muscicapidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Red-billed Scimitar Babbler,Pomatorhinus ochraceiceps,Timaliidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B4,6,bamboo,3,11/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Lesser Shortwing,Brachypteryx leucophris,Muscicapidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Stripe-throated Yuhina,Yuhina gularis,Zosteropidae,Passeriformes,sight,3
F2,6,forest,3,11/11/2022,pre-winter,Whiskered Yuhina,Yuhina flavicollis,Zosteropidae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F2,6,forest,3,11/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
A5,6,abandoned,3,12/11/2022,pre-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
A5,6,abandoned,3,12/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
A5,6,abandoned,3,12/11/2022,pre-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,3
A5,6,abandoned,3,12/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
J4,6,jhum,3,12/11/2022,pre-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,sight,1
J4,6,jhum,3,12/11/2022,pre-winter,Hodgson's Redstart,Phoenicurus hodgsoni,Muscicapidae,Passeriformes,sight,1
J5,6,jhum,3,12/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,2
J5,6,jhum,3,12/11/2022,pre-winter,Hodgson's Redstart,Phoenicurus hodgsoni,Muscicapidae,Passeriformes,sight,1
B5,5,bamboo,3,14/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Large Niltava,Niltava grandis,Muscicapidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
B5,5,bamboo,3,14/11/2022,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,sight,5
B4,7,bamboo,4,02/03/2023,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,2
B1,3,bamboo,2,04/03/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B6,5,bamboo,3,14/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,sight,2
F1,5,forest,3,15/11/2022,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Black-crowned Scimitar Babbler,Pomatorhinus ferruginosus,Timaliidae,Passeriformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Black-throated Sunbird,Aethopyga saturata,Nectariniidae,Passeriformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Great Barbet,Psilopogon virens,Megalaimidae,Piciformes,sight,1
F1,5,forest,3,15/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Mountain Bulbul,Ixos mcclellandii,Pycnonotidae,Passeriformes,sight,2
F1,5,forest,3,15/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,sight,2
F1,5,forest,3,15/11/2022,pre-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
B4,8,bamboo,4,11/03/2023,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
F1,5,forest,3,15/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F8,5,forest,3,15/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F8,5,forest,3,15/11/2022,pre-winter,Black-eared Shrike-Babbler,Pteruthius melanotis,Vireonidae,Passeriformes,call,1
F8,5,forest,3,15/11/2022,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
F8,5,forest,3,15/11/2022,pre-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F8,5,forest,3,15/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F8,8,forest,4,16/03/2023,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
F8,5,forest,3,15/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
A6,5,abandoned,3,16/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
A6,5,abandoned,3,16/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
A6,5,abandoned,3,16/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
A7,5,abandoned,3,16/11/2022,pre-winter,Black-throated Tit,Aegithalos concinnus,Aegithalidae,Passeriformes,sight,1
A7,5,abandoned,3,16/11/2022,pre-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
A7,5,abandoned,3,16/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,2
A7,5,abandoned,3,16/11/2022,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,sight,1
A7,5,abandoned,3,16/11/2022,pre-winter,Slaty-bellied Tesia,Tesia olivea,Scotocercidae,Passeriformes,call,1
A8,5,abandoned,3,16/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,1
A8,5,abandoned,3,16/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
A8,5,abandoned,3,16/11/2022,pre-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,2
A8,5,abandoned,3,16/11/2022,pre-winter,Slaty-bellied Tesia,Tesia olivea,Scotocercidae,Passeriformes,call,2
F3,5,forest,3,16/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,sight,10
F3,5,forest,3,16/11/2022,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,Grey-throated Babbler,Stachyris nigriceps,Timaliidae,Passeriformes,sight,3
F3,5,forest,3,16/11/2022,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,Scaly-breasted Cupwing,Pnoepyga albiventer,Pnoepygidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
F1,1,forest,1,28/10/2021,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,2
F3,5,forest,3,16/11/2022,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
A3,5,abandoned,3,17/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
A3,5,abandoned,3,17/11/2022,pre-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,call,1
A4,5,abandoned,3,17/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,2
A4,5,abandoned,3,17/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
J2,5,jhum,3,17/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
J2,5,jhum,3,17/11/2022,pre-winter,Scaly-breasted Munia,Lonchura punctulata,Estrildidae,Passeriformes,call,1
J3,5,jhum,3,17/11/2022,pre-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,sight,1
J3,5,jhum,3,17/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
F4,5,forest,3,18/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F4,5,forest,3,18/11/2022,pre-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,sight,4
F4,5,forest,3,18/11/2022,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F4,5,forest,3,18/11/2022,pre-winter,Large Niltava,Niltava grandis,Muscicapidae,Passeriformes,call,1
F4,5,forest,3,18/11/2022,pre-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F4,5,forest,3,18/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F4,5,forest,3,18/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F4,5,forest,3,18/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F7,5,forest,3,18/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F7,5,forest,3,18/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F7,5,forest,3,18/11/2022,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
F7,5,forest,3,18/11/2022,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F7,5,forest,3,18/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
J8,5,jhum,3,18/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
J8,5,jhum,3,18/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B7,5,bamboo,3,19/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B7,5,bamboo,3,19/11/2022,pre-winter,Black-throated Sunbird,Aethopyga saturata,Nectariniidae,Passeriformes,call,1
B7,5,bamboo,3,19/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B7,5,bamboo,3,19/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B7,5,bamboo,3,19/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B7,5,bamboo,3,19/11/2022,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
F3,1,forest,1,25/11/2021,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,sight,4
B7,5,bamboo,3,19/11/2022,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
B7,5,bamboo,3,19/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
B8,5,bamboo,3,19/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B8,5,bamboo,3,19/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B8,5,bamboo,3,19/11/2022,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B8,5,bamboo,3,19/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B8,5,bamboo,3,19/11/2022,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,sight,1
B5,6,bamboo,3,21/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B5,6,bamboo,3,21/11/2022,pre-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
B5,6,bamboo,3,21/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B5,6,bamboo,3,21/11/2022,pre-winter,Large-billed Crow,Corvus macrorhynchos,Corvidae,Passeriformes,call,2
F8,4,forest,2,06/03/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
B5,6,bamboo,3,21/11/2022,pre-winter,Slender-billed Scimitar Babbler,Pomatorhinus superciliaris,Timaliidae,Passeriformes,call,1
B5,6,bamboo,3,21/11/2022,pre-winter,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Timaliidae,Passeriformes,call,1
B5,6,bamboo,3,21/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
B5,6,bamboo,3,21/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,sight,8
F1,6,forest,3,22/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Black-eared Shrike-Babbler,Pteruthius melanotis,Vireonidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Common Green Magpie,Cissa chinensis,Corvidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,sight,2
F1,6,forest,3,22/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
F5,5,forest,3,01/11/2022,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Red-tailed Minla,Minla ignotincta,Leiotrichidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Rufous-winged Fulvetta,Schoeniparus castaneceps,Pellorneidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Scaly-breasted Cupwing,Pnoepyga albiventer,Pnoepygidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Sikkim Treecreeper,Certhia discolor,Certhiidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,3
F1,6,forest,3,22/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F1,6,forest,3,22/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F8,6,forest,3,22/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F8,6,forest,3,22/11/2022,pre-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,call,1
F8,6,forest,3,22/11/2022,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F8,6,forest,3,22/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F8,6,forest,3,22/11/2022,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,sight,1
F8,6,forest,3,22/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F8,6,forest,3,22/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F8,6,forest,3,22/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
A6,6,abandoned,3,23/11/2022,pre-winter,Eurasian Tree Sparrow,Passer montanus,Passeridae,Passeriformes,call,1
